iteration,log_likelihood
1751,-303.859
1752,-303.859
1753,-303.859
1754,-303.859
1755,-303.859
1756,-303.859
1757,-303.859
1758,-303.859
1759,-303.859
1760,-303.859
1761,-303.859
1762,-303.859
1763,-303.859
1764,-303.859
1765,-303.859
1766,-303.859
1767,-303.859
1768,-303.859
1769,-303.859
1770,-303.859
1771,-303.859
1772,-303.859
1773,-303.859
1774,-303.859
1775,-303.859
1776,-303.859
1777,-303.859
1778,-303.859
1779,-303.859
1780,-303.859
1781,-303.859
1782,-303.859
1783,-303.859
1784,-303.859
1785,-303.859
1786,-303.859
1787,-303.859
1788,-303.859
1789,-303.859
1790,-303.859
1791,-303.859
1792,-303.859
1793,-303.859
1794,-303.859
1795,-303.859
1796,-303.859
1797,-303.859
1798,-303.859
1799,-303.859
1800,-303.859
1801,-303.859
1802,-303.859
1803,-303.859
1804,-303.859
1805,-303.859
1806,-303.859
1807,-303.859
1808,-303.859
1809,-303.859
1810,-303.859
1811,-303.859
1812,-303.859
1813,-303.859
1814,-303.859
1815,-303.859
1816,-303.859
1817,-303.859
1818,-303.859
1819,-303.859
1820,-303.859
1821,-303.859
1822,-303.859
1823,-303.859
1824,-303.859
1825,-303.859
1826,-303.859
1827,-303.859
1828,-303.859
1829,-303.859
1830,-303.859
1831,-303.859
1832,-303.859
1833,-303.859
1834,-303.859
1835,-303.859
1836,-303.859
1837,-303.859
1838,-303.859
1839,-303.859
1840,-303.859
1841,-303.859
1842,-303.859
1843,-303.859
1844,-303.859
1845,-303.859
1846,-303.859
1847,-303.859
1848,-303.859
1849,-303.859
1850,-303.859
1851,-303.859
1852,-303.859
1853,-303.859
1854,-303.859
1855,-303.859
1856,-303.859
1857,-303.859
1858,-303.859
1859,-303.859
1860,-303.859
1861,-303.859
1862,-303.859
1863,-303.859
1864,-303.859
1865,-303.859
